name,price,depreciation,registration_date,mileage,owners,listing_url,brand
Hyundai Avante 1.6A GLS S,59800,12820,5-Jan-19,80000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1336457&DL=3271&utm_content=SLeligible,hyundai
Toyota Corolla Altis 1.6A Standard,145800,14330,24-May-24,75,1,https://www.sgcarmart.com/used_cars/info.php?ID=1327512&DL=1400&utm_content=SLeligible,toyota
Audi S5 Sportback 3.0A TFSI Quattro (COE till 09/2030),86800,14850,12-Jan-11,81800,5,https://www.sgcarmart.com/used_cars/info.php?ID=1324760&DL=3981&utm_content=SLeligible,audi
Aston Martin V8 Vantage Roadster 4.7A (COE till 09/2030),137888,23340,14-Oct-10,70000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1343588&DL=1269&utm_content=SLeligible,aston
Mercedes-Benz CLK-Class CLK280 Cabriolet (COE till 03/2027),48000,20520,18-Apr-07,171200,6,https://www.sgcarmart.com/used_cars/info.php?ID=1337334&DL=1000&utm_content=SLeligible,mercedes-benz
Kia Cerato K3 1.6A,38900,11850,12-Sept-17,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343575&DL=4365&utm_content=SLeligible,kia
Mercedes-Benz CLA-Class CLA180 Urban,72300,20540,6-Oct-17,93400,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343552&DL=2549,mercedes-benz
Lexus UX Hybrid UX250h Executive,130800,20910,24-Mar-20,50100,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343548&DL=2549,lexus
Mercedes-Benz E-Class E230 (COE till 05/2027),27500,10970,27-Jun-07,155676,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343535&DL=2026&utm_content=SLeligible,mercedes-benz
Mercedes-Benz A-Class Saloon A250 AMG Line,120800,23450,24-Jan-19,91688,5,https://www.sgcarmart.com/used_cars/info.php?ID=1324557&DL=4454&utm_content=SLeligible,mercedes-benz
Hyundai Elantra 1.6A (COE till 08/2031),81000,12010,25-Aug-11,152000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1324549&DL=3175&utm_content=SLeligible,hyundai
Bentley Flying Spur 4.0A V8,800800,94370,9-Jun-21,15800,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324538&DL=2010&utm_content=SLeligible,bentley
Rolls-Royce Cullinan 6.75A Black Badge,1850000,170160,29-Sept-22,7500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324534&DL=2010&utm_content=SLeligible,rolls-royce
Mercedes-Benz GLA-Class GLA180,47888,18560,11-Oct-16,125000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1324471&DL=4189&utm_content=SLeligible,mercedes-benz
Honda Crossroad 1.8A L (COE till 12/2028),48800,11910,20-Feb-09,161000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1324468&DL=4074&utm_content=SLeligible,honda
Subaru Forester 2.0i-L Sunroof,63900,13950,31-Dec-18,46000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1317523&DL=1000&utm_content=SLeligible,subaru
Mercedes-Benz AMG GT,288000,95560,15-Sept-16,33000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1313923&DL=4695&utm_content=SLeligible,mercedes-benz
Honda Vezel 1.5A X,27800,13030,26-Aug-16,92132,4,https://www.sgcarmart.com/used_cars/info.php?ID=1311507&DL=1000&utm_content=SLeligible,honda
Rolls-Royce Wraith 6.6A (New 10-yr COE),988800,98830,30-Jun-15,16000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1303994&DL=3547&utm_content=SLeligible,rolls-royce
Mazda 6 2.0A,84888,14200,10-Mar-20,49000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1303868&DL=3271&utm_content=SLeligible,mazda
Honda Civic 1.6A VTi,80800,14430,22-Oct-19,46872,2,https://www.sgcarmart.com/used_cars/info.php?ID=1303790&DL=3414&utm_content=SLeligible,honda
BMW 3 Series 335i Coupe (COE till 11/2027),43888,14590,21-May-08,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1303689&DL=4369&utm_content=SLeligible,bmw
Lexus NX Turbo NX200t Luxury Sunroof,54500,26210,19-Nov-15,97183,3,https://www.sgcarmart.com/used_cars/info.php?ID=1283829&DL=1000,lexus
Ferrari 458 Italia (COE till 08/2030),535800,92990,23-Nov-10,48800,6,https://www.sgcarmart.com/used_cars/info.php?ID=1264952&DL=4436&utm_content=SLeligible,ferrari
Toyota Sienta 1.5A X,103800,15150,28-Jul-21,35000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1248555&DL=3175&utm_content=SLeligible,toyota
Alfa Romeo Giulia 2.0A Super,122800,21770,20-Aug-19,58030,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343516&DL=4323&utm_content=SLeligible,alfa
Toyota Tank 1.0A G,44000,15810,14-Jul-17,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343509&DL=2029&utm_content=SLeligible,toyota
Honda Jazz 1.3A,52800,13210,7-Sept-18,84250,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343486&DL=4323&utm_content=SLeligible,honda
MG ZS Electric Deluxe,99888,13310,30-May-22,78000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343480&DL=3163&utm_content=SLeligible,mg
Porsche Panamera 3.6A PDK Edition,142788,41510,24-May-16,73000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343472&DL=4323&utm_content=SLeligible,porsche
Toyota Alphard 2.5A S C-Package Moonroof,147000,26150,6-May-19,68600,5,https://www.sgcarmart.com/used_cars/info.php?ID=1343426&DL=3749&utm_content=SLeligible,toyota
Mazda 6 2.0A Executive,92800,15390,26-Feb-20,54000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1342928&DL=4108&utm_content=SLeligible,mazda
BMW 3 Series 316i (COE till 04/2029),45888,10370,12-Oct-93,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1224057&DL=3837,bmw
Mercedes-Benz E-Class E250 Exclusive,103800,23730,10-Aug-17,157000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1316895&DL=2410&utm_content=SLeligible,mercedes-benz
Mercedes-Benz C-Class C180 Avantgarde,93800,21130,30-Apr-18,150000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1316873&DL=2410&utm_content=SLeligible,mercedes-benz
Audi A6 Avant 2.0A TFSI MU (COE till 08/2030),95777,16620,29-Feb-12,85000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1324546&DL=2783&utm_content=SLeligible,audi
Mercedes-Benz E-Class E180 Avantgarde,157000,21170,23-Dec-20,54000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1324543&DL=3906&utm_content=SLeligible,mercedes-benz
Volkswagen Beetle 1.4A TSI Sunroof,27800,12280,28-Dec-15,113000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1324540&DL=3906,volkswagen
Mercedes-Benz 200E (COE till 04/2033),149800,17780,24-Sept-93,165000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1324537&DL=4206,mercedes-benz
Mercedes-Benz GLC-Class GLC300 Mild Hybrid 4MATIC,266800,27300,26-May-23,16000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324505&DL=2410&utm_content=SLeligible,mercedes-benz
Mazda 3 1.5A Deluxe Sunroof,14800,,12-Mar-15,125000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324503&DL=1079,mazda
Mercedes-Benz CLA-Class CLA180 AMG Line,63000,17180,25-Aug-17,85000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1324490&DL=4120&utm_content=SLeligible,mercedes-benz
Volkswagen Golf 1.4A TSI (COE till 07/2028),42588,11580,5-Aug-13,112000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324482&DL=4323&utm_content=SLeligible,volkswagen
Audi A4 1.4A TFSI S-tronic,47188,19720,15-Aug-16,72000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324473&DL=3440&utm_content=SLeligible,audi
Mercedes-Benz GLB-Class GLB200 AMG Line,176788,22870,18-Nov-21,45000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1324380&DL=3892&utm_content=SLeligible,mercedes-benz
MG HS 1.5A Turbo,115800,17660,30-Nov-20,50000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1315765&DL=2725&utm_content=SLeligible,mg
Toyota Estima 2.4A Aeras,68900,24940,28-Oct-16,88000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1304019&DL=4659&utm_content=SLeligible,toyota
BMW 3 Series 320i M-Sport,102888,19860,22-Oct-18,83000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1303939&DL=1016&utm_content=SLeligible,bmw
Toyota Wish 1.8A,53800,14760,17-Nov-17,115000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1303935&DL=1016&utm_content=SLeligible,toyota
Toyota Vellfire Hybrid 2.5A Z Premium,255000,,0,25,,https://www.sgcarmart.com/used_cars/info.php?ID=1303747&DL=1400&utm_content=SLeligible,toyota
Mercedes-Benz E-Class E250 Avantgarde,92800,22240,22-May-17,87000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1303545&DL=3554&utm_content=SLeligible,mercedes-benz
Tesla Model Y Electric Performance,214000,21790,17-Feb-23,33000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1293941&DL=3754&utm_content=SLeligible,tesla
Volkswagen Jetta GP 1.4A TSI Trendline,9800,,28-Apr-15,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1282856&DL=1359,volkswagen
Mercedes-Benz E-Class E220d Sport,245777,25140,13-Jun-23,266,1,https://www.sgcarmart.com/used_cars/info.php?ID=1267971&DL=2783&utm_content=SLeligible,mercedes-benz
Toyota C-HR Hybrid 1.8A S,55800,18250,30-Oct-17,71866,2,https://www.sgcarmart.com/used_cars/info.php?ID=1258686&DL=1034&utm_content=SLeligible,toyota
Bentley Continental GT Cabriolet 4.0A V8,698000,81260,10-Dec-20,12983,1,https://www.sgcarmart.com/used_cars/info.php?ID=1245627&DL=3541&utm_content=SLeligible,bentley
Hyundai i30 1.4A T-GDi DCT Turbo,52800,14690,29-Mar-18,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1229897&DL=1034&utm_content=SLeligible,hyundai
Lamborghini Aventador LP700-4 (COE till 02/2032),568000,78230,22-Mar-12,18722,2,https://www.sgcarmart.com/used_cars/info.php?ID=1158730&DL=3198&utm_content=SLeligible,lamborghini
Mitsubishi Evolution 9 GT (COE till 11/2025),102800,108450,9-Nov-05,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1104325&DL=3749,mitsubishi
Tesla Model 3 Electric RWD,190888,20440,7-Jul-23,13000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343458&DL=4189&utm_content=SLeligible,tesla
BMW 5 Series 523i (COE till 08/2030),64800,11410,2-Aug-10,160000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343455&DL=3981&utm_content=SLeligible,bmw
Honda Jazz 1.3A,54000,13230,8-Oct-18,58796,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343441&DL=3597&utm_content=SLeligible,honda
Toyota Wish 1.8A,39800,15460,2-Nov-16,117000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1341124&DL=3989&utm_content=SLeligible,toyota
Honda Vezel 1.5A X,75888,13370,15-Jan-20,72000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343420&DL=3271&utm_content=SLeligible,honda
Kia Sorento Diesel 2.2A CRDi Sunroof,90800,16550,30-Apr-19,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343442&DL=3627&utm_content=SLeligible,kia
Volkswagen Scirocco 1.4A TSI (COE till 08/2031),83800,12390,28-Sept-11,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1343410&DL=4343&utm_content=SLeligible,volkswagen
Mercedes-Benz SLK-Class SLK200 ML (COE till 04/2029),54000,12200,7-Feb-02,144302,6,https://www.sgcarmart.com/used_cars/info.php?ID=1248849&DL=3137,mercedes-benz
Toyota Estima Hybrid 2.4A X Moonroof (COE till 08/2030),80800,14030,31-Aug-10,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1338441&DL=3137&utm_content=SLeligible,toyota
Mitsubishi Attrage 1.2A,23800,9220,21-Mar-17,115000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1336471&DL=3137&utm_content=SLeligible,mitsubishi
Nissan X-Trail 2.0A 7-Seater Sunroof,25800,15460,30-Oct-15,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1294195&DL=3137,nissan
Mercedes-Benz 200E (COE till 03/2029),39800,9170,1-Oct-91,354479,4,https://www.sgcarmart.com/used_cars/info.php?ID=1221454&DL=3137,mercedes-benz
Volvo S60 T5,54800,17180,31-Mar-17,160000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343059&DL=3214&utm_content=SLeligible,volvo
Toyota Vellfire 2.5A Elegance Moonroof,158800,30390,25-Feb-19,83000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1304996&DL=2440&utm_content=SLeligible,toyota
Mercedes-Benz GLE-Class GLE300d AMG Line 4MATIC Premium Plus 7-Seater,439000,38430,7-Oct-24,50,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343437&DL=2965&utm_content=SLeligible,mercedes-benz
Mercedes-Benz A-Class A200 AMG Line,98888,17550,29-Aug-19,71541,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343345&DL=3545&utm_content=SLeligible,mercedes-benz
Subaru WRX 2.0A (New 10-yr COE),146888,14680,13-Feb-15,130888,3,https://www.sgcarmart.com/used_cars/info.php?ID=1343338&DL=4014&utm_content=SLeligible,subaru
Mazda 3 Mild Hybrid 1.5A Classic,142800,15430,29-Dec-23,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343351&DL=1337&utm_content=SLeligible,mazda
Nissan Qashqai 1.2A DIG-T,33888,12520,25-Jan-17,118000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1342721&DL=4649&utm_content=SLeligible,nissan
Mercedes-Benz GLC-Class GLC300 Coupe AMG Line 4MATIC,200000,26390,3-Feb-21,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343408&DL=2009&utm_content=SLeligible,mercedes-benz
Hyundai Avante 1.6A S,105800,16090,29-Apr-21,77000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343404&DL=2642&utm_content=SLeligible,hyundai
Honda CR-V 2.4A Sunroof,35800,15050,22-Feb-16,130000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1328008&DL=2239,honda
Kia Stonic Mild Hybrid 1.0A,108800,12750,30-Mar-23,9800,2,https://www.sgcarmart.com/used_cars/info.php?ID=1326702&DL=2239&utm_content=SLeligible,kia
Toyota Corolla Altis 1.6A (COE till 05/2029),42838,9500,16-Jul-09,165683,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343389&DL=1256&utm_content=SLeligible,toyota
Toyota Previa 2.4A,44888,17180,30-Mar-16,136000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343381&DL=4638&utm_content=SLeligible,toyota
Nissan Note 1.2A,26888,11680,30-Dec-16,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343375&DL=2191&utm_content=SLeligible,nissan
Mitsubishi Lancer 1.6A GLX Sports (COE till 02/2029),40888,9630,25-Feb-09,115347,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343277&DL=3846&utm_content=SLeligible,mitsubishi
Mercedes-Benz C-Class C180 Coupe AMG Line,127000,22700,24-May-19,81000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343218&DL=4695&utm_content=SLeligible,mercedes-benz
Honda Shuttle Hybrid 1.5A,30800,14690,1-Nov-16,168888,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343364&DL=2163&utm_content=SLeligible,honda
Mercedes-Benz CLA-Class CLA180 (COE till 09/2029),68838,14210,14-Oct-14,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1343359&DL=1256&utm_content=SLeligible,mercedes-benz
Volvo XC60 T5 Momentum,156800,22530,23-Nov-20,60343,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343357&DL=4543&utm_content=SLeligible,volvo
Honda Shuttle 1.5A G,115000,13550,17-Mar-23,29466,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343272&DL=3597&utm_content=SLeligible,honda
Honda Vezel 1.5A X,79800,14750,18-Oct-19,82269,1,https://www.sgcarmart.com/used_cars/info.php?ID=1298582&DL=2741&utm_content=SLeligible,honda
Suzuki SX4 HB 1.6A (COE till 05/2029),38800,8600,22-Jun-09,178000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343353&DL=2412&utm_content=SLeligible,suzuki
Mitsubishi ASX 2.0A,72800,13820,16-Jul-19,65117,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343319&DL=1034&utm_content=SLeligible,mitsubishi
BMW 1 Series 118i 5DR (COE till 06/2031),83800,12710,9-Feb-12,120000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1343313&DL=4004&utm_content=SLeligible,bmw
Porsche Cayenne Hybrid S 3.0A (COE till 11/2031),118800,16940,11-Jan-12,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1343309&DL=1034&utm_content=SLeligible,porsche
BMW 2 Series 216i Gran Coupe Sport,135000,16210,29-Jun-22,36303,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343236&DL=3597&utm_content=SLeligible,bmw
Toyota Corolla Altis 1.6A,17800,19560,12-Jun-15,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343233&DL=1359,toyota
Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,158800,22070,9-Mar-21,68000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343259&DL=3093&utm_content=SLeligible,mercedes-benz
Toyota Harrier Turbo 2.0A M,97300,19920,28-Nov-18,59200,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343327&DL=2549,toyota
Mercedes-Benz A-Class A200 Style,59800,15790,15-Dec-17,64341,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343184&DL=3074&utm_content=SLeligible,mercedes-benz
Honda Civic 1.5A VTEC Turbo,140000,16240,29-Aug-22,76202,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343209&DL=3597&utm_content=SLeligible,honda
BMW 3 Series 320i Highline,125800,19850,17-Oct-19,57500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343192&DL=3175&utm_content=SLeligible,bmw
Porsche 911 C2 Cabriolet (COE till 01/2030),438000,84540,2-Apr-90,66000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1265983&DL=3973,porsche
Bentley Continental GT 6.0A,610000,93100,22-May-19,18267,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343196&DL=3597&utm_content=SLeligible,bentley
Toyota Vios 1.5A E,37800,12440,24-Aug-17,128000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1329535&DL=1163&utm_content=SLeligible,toyota
BMW 5 Series 520i (COE till 03/2032),122800,16750,27-Mar-12,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1327424&DL=4528&utm_content=SLeligible,bmw
Mazda 3 1.5A Sunroof,17800,11690,31-Dec-15,116000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1325035&DL=1163,mazda
Volvo XC60 T5 2.0A,63800,16970,31-May-17,95000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1312828&DL=1163&utm_content=SLeligible,volvo
Tesla Model 3 Electric Performance,178000,18560,15-Nov-22,10935,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343191&DL=3597&utm_content=SLeligible,tesla
Hyundai Elantra 1.6A GLS (OPC),48500,12150,23-Jun-18,55301,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343189&DL=3597&utm_content=SLeligible,hyundai
Infiniti Q70 Hybrid 3.5A,95000,19670,23-May-17,140000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343182&DL=3534&utm_content=SLeligible,infiniti
Audi A4 2.0A TFSI S-tronic,122500,17670,24-Sept-20,50000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1337135&DL=3283&utm_content=SLeligible,audi
Jaguar XE 2.0A,60800,16480,19-Apr-17,64000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343268&DL=4402&utm_content=SLeligible,jaguar
Audi A4 2.0A TFSI S-tronic,84500,16970,28-Sept-18,75268,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343085&DL=3597&utm_content=SLeligible,audi
Volvo V40 T2,50800,11500,29-Mar-18,104000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343261&DL=2245&utm_content=SLeligible,volvo
Mercedes-Benz CLA-Class CLA180 Shooting Brake,45500,20990,26-May-16,100000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343254&DL=3507&utm_content=SLeligible,mercedes-benz
SEAT Ibiza 1.0A EcoTSI DSG Style,52000,10440,16-Jan-19,96000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343249&DL=4402&utm_content=SLeligible,seat
Mercedes-Benz B-Class B180 Style,23000,12030,19-Nov-15,110000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1343174&DL=3758,mercedes-benz
Porsche Panamera 3.6A PDK (COE till 01/2031),109800,17760,8-Feb-11,108000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1343100&DL=3422&utm_content=SLeligible,porsche
Honda Odyssey 2.4A EXV-S Sunroof (New 10-yr COE),131800,13170,30-Apr-15,140000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343033&DL=4220&utm_content=SLeligible,honda
BMW 7 Series 740i M-Sport,328788,33940,13-Jan-23,25000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1341619&DL=4323&utm_content=SLeligible,bmw
Lexus IS Turbo IS200t Executive,55800,16730,30-Nov-16,139339,2,https://www.sgcarmart.com/used_cars/info.php?ID=1326089&DL=1354&utm_content=SLeligible,lexus
Porsche Panamera 3.6A PDK (COE till 10/2030),100800,17000,18-Mar-11,129000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1333268&DL=4751&utm_content=SLeligible,porsche
BMW 5 Series 520d Luxury,111800,29590,30-Oct-17,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343172&DL=3298&utm_content=SLeligible,bmw
Audi A6 3.0A TFSI Quattro S-tronic S-Line,60888,,1-Apr-15,135888,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343150&DL=4014,audi
Bentley Continental GT 4.0A V8,635999,70970,9-Apr-21,21000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1327975&DL=3282&utm_content=SLeligible,bentley
Porsche Taycan Electric GTS,548000,52530,30-Dec-22,5000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343190&DL=4064&utm_content=SLeligible,porsche
Suzuki Landy Hybrid 1.8A G,202800,,0,12,,https://www.sgcarmart.com/used_cars/info.php?ID=1342916&DL=2410&utm_content=SLeligible,suzuki
Toyota Corolla Altis 1.6A Elegance,96000,14270,4-Nov-20,85000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1336978&DL=1000&utm_content=SLeligible,toyota
Honda Odyssey 2.4A EXV-S Navi Res Sunroof,37000,17860,13-Jan-16,146521,3,https://www.sgcarmart.com/used_cars/info.php?ID=1336937&DL=1000,honda
Mercedes-Benz S-Class S320L,180000,30470,24-Jul-18,91000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1336841&DL=1000&utm_content=SLeligible,mercedes-benz
Honda Civic Hybrid 1.3A (COE till 06/2027),29800,11530,29-Jun-07,180000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1330474&DL=2726&utm_content=SLeligible,honda
Lexus NX Turbo NX300 Executive,132800,22400,25-Sept-19,91650,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343175&DL=2549,lexus
BMW 3 Series 320i (COE till 03/2029),51888,11950,24-Apr-92,360000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1336932&DL=1000,bmw
Peugeot 308 1.2A PureTech Allure Glass Roof,18888,10490,3-Mar-16,132000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1336838&DL=1000,peugeot
Toyota Vellfire 2.4A Z Platinum Selection (COE till 03/2033),118888,14250,2-May-13,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1336824&DL=1000&utm_content=SLeligible,toyota
Honda Fit 1.3A G F-Package (OPC),68888,11460,26-Aug-20,53000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1317952&DL=2726&utm_content=SLeligible,honda
Mercedes-Benz A-Class A35 AMG 4MATIC,196800,24750,29-Oct-21,53124,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324411&DL=3359&utm_content=SLeligible,mercedes-benz
Lexus NX Turbo NX300 Luxury Moonroof,117500,23540,29-Aug-18,88000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1324393&DL=3758&utm_content=SLeligible,lexus
Volkswagen Arteon 2.0A TSI Elegance,195000,20150,29-Aug-23,14200,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324378&DL=4449&utm_content=SLeligible,volkswagen
Mercedes-Benz 200E (COE till 12/2028),33888,8270,2-Oct-89,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1324369&DL=4189,mercedes-benz
Volkswagen Passat 1.8A TFSI Sunroof,52800,13160,29-Sept-17,116000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324293&DL=2962&utm_content=SLeligible,volkswagen
Ssangyong Tivoli Diesel 1.6A Standard,68900,11020,25-Mar-20,90000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1324262&DL=3271&utm_content=SLeligible,ssangyong
Audi A3 Sedan 1.4A TFSI S-tronic Attraction,29800,12780,28-Jul-16,93450,3,https://www.sgcarmart.com/used_cars/info.php?ID=1324211&DL=3074&utm_content=SLeligible,audi
Toyota Prius Hybrid 1.8A S,88888,22130,14-Jun-18,60000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1324156&DL=1152&utm_content=SLeligible,toyota
Mazda 2 SP 1.5A (COE till 06/2026),21800,13720,29-Nov-06,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1320771&DL=3214,mazda
BMW 5 Series 540i M-Sport Sunroof,128000,28660,19-Sept-17,70000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1303402&DL=4189&utm_content=SLeligible,bmw
BMW Z4 M Roadster (COE till 01/2027),150888,69280,2-Feb-07,79250,6,https://www.sgcarmart.com/used_cars/info.php?ID=1303344&DL=4113&utm_content=SLeligible,bmw
Audi A4 2.0A TFSI S-tronic,99000,24380,6-Mar-18,61600,2,https://www.sgcarmart.com/used_cars/info.php?ID=1303284&DL=4189&utm_content=SLeligible,audi
Maserati Levante S GranLusso 3.0A Sunroof,219800,31940,15-Mar-19,43000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1303256&DL=4449&utm_content=SLeligible,maserati
Rolls-Royce Silver Shadow (COE till 12/2031),76800,10830,31-Dec-21,49650,2,https://www.sgcarmart.com/used_cars/info.php?ID=1296228&DL=1000,rolls-royce
Subaru Forester 2.0A XT Sunroof,42500,28640,29-Jan-16,110000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1275833&DL=1000,subaru
Audi TT RS Coupe 2.5A TFSI Quattro,268000,40600,7-Feb-20,12000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1275644&DL=1000&utm_content=SLeligible,audi
Toyota Harrier 2.0A Elegance,59800,19360,13-Apr-17,98000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1272912&DL=4528&utm_content=SLeligible,toyota
Audi A3 2.0A TFSI Quattro (COE till 05/2028),45800,13050,25-Nov-08,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1271056&DL=4405&utm_content=SLeligible,audi
